Name,Banger?,Channel,Child Content,Child's Parent,Cold Idea,Content Pillar,Created,Created By,Divider,Editor,Focus Keywords,Grandchild,Grandparent,Graveyard,Gut Prediction,Idea,Keyword Content,Keyword Difficulty,Keyword Research,Keyword Volume,Last Updated,Late?,No.,Notes,Outstanding Amount,Paid,Paid Amount,Parent Content,Parent's Child,Pay Due Date,Pay Status,Performance Notes,Platforms,Priority,Proposed Channel,Publish Date,Pulled Notes,Pulled Resources,Quick Capture Box,Rel Seed Name,Rel. Seed,Rel. Seed Handoff,Review Date,Row Updated,Search Interest,Sponsor,Sponsor Pay Structure,Sponsor Performance,Sponsor Rate,Sponsor URL,Status,Submitter,Tags,Tasks,Topic Trend,Type,URL,Update Interval (Days),View Performance,Writer
"How to boost your typing with the amzaing, free Espanso text expander",🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),"Untitled (https://www.notion.so/24c554133f2b4ca69a078a568c7e258c?pvs=21), Untitled (https://www.notion.so/98b503f005314db787ef24e1219a513b?pvs=21), Untitled (https://www.notion.so/9398f3fca611448caf9eda52fc9e1e8a?pvs=21)",,No,,"July 22, 2022 12:04 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,Sascha,free text expander (https://www.notion.so/free-text-expander-f4d61670b1f7444badd84fef3b4c32b3?pvs=21),,,No,Medium,No,https://www.notion.so/817960b0d17f4f79915cdf2ae6becf8b,,,,,⌚️ On Time,3,,0,No,,,,"September 30, 2022",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter, YouTube",🏁 ASAP,,26/07/2022,,,No,"How to boost your typing with the amzaing, free Espanso text expander",Yes,,,"July 28, 2023 2:54 PM",Low,,,,,,✅ Completed,,Tools,"Define title (https://www.notion.so/Define-title-89b372c5c8bd48d1b05f8db110c24fc3?pvs=21), Create thumbnail (https://www.notion.so/Create-thumbnail-dfbb97fbf43740e188a9b9e1e819d5d4?pvs=21), Write script (https://www.notion.so/Write-script-31b634a63fc94748ac29f8c993c04604?pvs=21), Review script (https://www.notion.so/Review-script-9b8bb408e04748c18ff8959eb45a56e0?pvs=21), Film video (https://www.notion.so/Film-video-953208c7d3e9487cba22d36ed84c0119?pvs=21), Edit video (https://www.notion.so/Edit-video-e509f247080f4adb92596e9cf4534355?pvs=21), Publish video (https://www.notion.so/Publish-video-9952f149527c47798419f5ea2921a395?pvs=21), Share on social media (Twitter, Substack, Pinterest, Facebook, LinkedIn, Website) (https://www.notion.so/Share-on-social-media-Twitter-Substack-Pinterest-Facebook-LinkedIn-Website-8e0af3be46b949fa88f3c92d62671328?pvs=21)",Medium,Video,https://youtu.be/4XwIyRv4Dzc,,😔 Poor,Sascha
Mastering Email Management for Optimal Productivity,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 7, 2023 10:56 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,14/07/2023,,,No,Mastering Email Management for Optimal Productivity,Yes,,,"July 24, 2023 1:21 PM",,,,,,,✅ Completed,,Productivity,,,Twitter,https://twitter.com/skasper/status/1679807011565830144?s=20,,,
Mastering Task Prioritization,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 7, 2023 1:27 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,17/07/2023,,,No,Mastering Task Prioritization,Yes,,,"July 24, 2023 1:16 PM",,,,,,,✅ Completed,,Productivity,,,Twitter,https://twitter.com/skasper/status/1680834299870736390?s=20,,,
Top 5 Strategies for Beating Procrastination,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 7, 2023 2:46 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,18/07/2023,,,No,Top 5 Strategies for Beating Procrastination,Yes,,,"July 24, 2023 1:04 PM",,,,,,,✅ Completed,,Productivity,,,Twitter,https://twitter.com/skasper/status/1681197461367291905?s=20,,,
"The Art of Saying ""No"": Setting Boundaries for Productivity",🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 17, 2023 4:14 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,19/07/2023,,,No,"The Art of Saying ""No"": Setting Boundaries for Productivity",Yes,,,"July 24, 2023 1:01 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1681559059659382784?s=20,,,
How to Beat the Afternoon Slump and Stay Productive,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 17, 2023 4:37 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,20/07/2023,,,No,How to Beat the Afternoon Slump and Stay Productive,Yes,,,"July 24, 2023 12:59 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1681921206721691649?s=20,,,
Time Blocking: A Game-Changing Technique for Productivity,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 17, 2023 4:49 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,21/07/2023,,,No,Time Blocking: A Game-Changing Technique for Productivity,Yes,,,"July 24, 2023 12:57 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1682285597749137408?s=20,,,
Tweet “Range” review as thread,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 3, 2023 3:57 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,,,0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,Tweet “Range” review as thread,Yes,,,"July 7, 2023 10:14 AM",,,,,,,🧠 Planned,,Review,,,Twitter,,,,
WFH increases productivity,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 25, 2023 9:48 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,14/07/2023,,,No,WFH increases productivity,Yes,,,"July 7, 2023 9:51 AM",,,,,,,✅ Completed,,Productivity,,,Twitter,,,,
Work overload decreases productivity,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 25, 2023 9:46 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,13/07/2023,,,No,Work overload decreases productivity,Yes,,,"July 7, 2023 9:30 AM",,,,,,,✅ Completed,,Productivity,,,Twitter,,,,
Productivity Habits of Highly Successful People,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 6, 2023 3:30 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,12/07/2023,,,No,Productivity Habits of Highly Successful People,Yes,,,"July 6, 2023 3:36 PM",,,,,,,✅ Completed,,,,,Twitter,,,,
10 Ways to Optimize Your Workspace for Maximum Efficiency,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 6, 2023 2:16 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,12/07/2023,,,No,10 Ways to Optimize Your Workspace for Maximum Efficiency,Yes,,,"July 6, 2023 2:17 PM",,,,,,,✅ Completed,,,,,Twitter,,,,
Discover the Power of Pomodoro Technique for Enhanced Productivity,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 6, 2023 2:02 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,11/07/2023,,,No,Discover the Power of Pomodoro Technique for Enhanced Productivity,Yes,,,"July 6, 2023 2:08 PM",,,,,,,✅ Completed,,,,,Twitter,,,,
Must-Have Productivity Tools for Efficient Workdays,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 6, 2023 1:54 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,10/07/2023,,,No,Must-Have Productivity Tools for Efficient Workdays,Yes,,,"July 6, 2023 1:56 PM",,,,,,,✅ Completed,,,,,Twitter,,,,
Boost your productivity with these 10 tips,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 6, 2023 1:31 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,11/07/2023,,,No,Boost your productivity with these 10 tips,Yes,,,"July 6, 2023 1:34 PM",,,,,,,✅ Completed,,Productivity,,,Twitter,,,,
Employees interrupted every 3 minutes,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 24, 2023 4:39 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,07/07/2023,,,No,Employees interrupted every 3 minutes,Yes,,,"July 6, 2023 1:04 PM",,,,,,,✅ Completed,,Productivity,,,Twitter,,,,
How to write tasks and break them down properly,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"May 9, 2023 12:38 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,999,,0,No,,,,,⛔️ Not Sponsored,,YouTube,,,,,,No,How to write tasks and break them down properly,Yes,,,"June 29, 2023 11:13 AM",,,,,,,🧠 Planned,,Tutorial,"Define title (https://www.notion.so/Define-title-d644783740644bc2b0560210920ce606?pvs=21), Create thumbnail (https://www.notion.so/Create-thumbnail-f3300e5e4c9d4f2ba374488aa2259d15?pvs=21), Write script (https://www.notion.so/Write-script-da55d517b0ed44feb163a29182627830?pvs=21), Review script (https://www.notion.so/Review-script-b65e09707cb648269827336788c5a6e0?pvs=21), Film video (https://www.notion.so/Film-video-78cbd2bc4ac2446080acc4219174e730?pvs=21), Edit video (https://www.notion.so/Edit-video-393a10207c224044b47e99b7912b8e8c?pvs=21), Publish video (https://www.notion.so/Publish-video-e683a6d422c94ed58b60bdd3794254b6?pvs=21), Generate and add subtitles (https://www.notion.so/Generate-and-add-subtitles-69422f551f5843a0a734c8f527c12b49?pvs=21), Write Blog Post (https://www.notion.so/Write-Blog-Post-fceac06d1b394e86ab952a7276502fc1?pvs=21), Create Infographic (https://www.notion.so/Create-Infographic-57167c5fc2184289bc626e113a63d760?pvs=21), Share on social media (Twitter, Substack, Pinterest, Facebook, LinkedIn, Website) (https://www.notion.so/Share-on-social-media-Twitter-Substack-Pinterest-Facebook-LinkedIn-Website-2ecc4f533f504319bf52b62e6ed9a414?pvs=21)",,Video,,,,
Rexy and Benny discover the Universe,🍋,Digital Products (https://www.notion.so/Digital-Products-23dede1e6a9e4b9eb33caca3aef55a54?pvs=21),,,No,,"May 24, 2023 11:57 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,2,,0,No,,,,,⛔️ Not Sponsored,,Ko-Fi,,,,,,No,Rexy and Benny discover the Universe,Yes,,,"May 24, 2023 3:49 PM",,,,,,,✏️ Writing,,,,,Downloadable,,,,
Facts about the Universe Shorts,🍋,Don Dinardoni YT (https://www.notion.so/Don-Dinardoni-YT-f14fe3aa79af47a08d80160be87bcff5?pvs=21),,,No,,"May 23, 2023 3:04 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,1,,0,No,,,,"July 31, 2023",⛔️ Not Sponsored,,YouTube,,,24/05/2023,,,No,Facts about the Universe Shorts,Yes,,,"May 24, 2023 11:41 AM",,,,,,,✅ Completed,,,"Define title (https://www.notion.so/Define-title-cfd50fceadea4ec7bb3ee737cf96d7b0?pvs=21), Create thumbnail (https://www.notion.so/Create-thumbnail-099c19c7edbb4ec98c4dcbb7ed80116a?pvs=21), Write script (https://www.notion.so/Write-script-a82898b04a874a46be4e8553e928b3fe?pvs=21), Review script (https://www.notion.so/Review-script-6db1ecfa4ee847eaa72918f4cb01f332?pvs=21), Film video (https://www.notion.so/Film-video-2995f67d3b1046ff8c0bd5ed940e37af?pvs=21), Edit video (https://www.notion.so/Edit-video-1362cfd39f0b424a827907f45e53bf78?pvs=21), Publish video (https://www.notion.so/Publish-video-0bf92aaa87b9476fabd5696a2f7e138e?pvs=21), Generate and add subtitles (https://www.notion.so/Generate-and-add-subtitles-b13b9ebecaf74d7984657264fde0c51a?pvs=21), Write Blog Post (https://www.notion.so/Write-Blog-Post-350c8922d9dd407dabd083c05b4ce54a?pvs=21), Create Infographic (https://www.notion.so/Create-Infographic-605245ede8ca4758b5528826addcb115?pvs=21), Share on social media (Twitter, Substack, Pinterest, Facebook, LinkedIn, Website) (https://www.notion.so/Share-on-social-media-Twitter-Substack-Pinterest-Facebook-LinkedIn-Website-4d580d20680a4fe3bfd6540971afdb51?pvs=21)",,Video,https://youtube.com/shorts/L05Us4Fy6vk,,,
Productivity Method Comparison,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),"Untitled (https://www.notion.so/28f28620ee3e4daeaea6e0d084ecc0c8?pvs=21), Untitled (https://www.notion.so/620af063bee3485eadc064c3d7d17c9c?pvs=21)",,No,,"October 16, 2022 5:30 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,999,,0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,Productivity Method Comparison,Yes,,,"April 29, 2023 1:28 PM",,,,,,,🧠 Planned,,Productivity,"Define title (https://www.notion.so/Define-title-534f7593bb0c44d5af6f235252f11c5e?pvs=21), Create thumbnail (https://www.notion.so/Create-thumbnail-58443ae8df034a17b9dbd4ecfe90fea0?pvs=21), Write script (https://www.notion.so/Write-script-11c93b5c8af74b0d90f5deb7d28013cd?pvs=21), Review script (https://www.notion.so/Review-script-dbdad7079d0e4600bc7b2c4fcb779c0a?pvs=21), Film video (https://www.notion.so/Film-video-05a9ed08357145328b54504a5ed8e123?pvs=21), Edit video (https://www.notion.so/Edit-video-4e9bf03cb5dd444fb3670186612bce73?pvs=21), Publish video (https://www.notion.so/Publish-video-a8dfd31487d34c56b7f5d1ba9f8db748?pvs=21), Share on social media (Twitter, Substack, Pinterest, Facebook, LinkedIn, Website) (https://www.notion.so/Share-on-social-media-Twitter-Substack-Pinterest-Facebook-LinkedIn-Website-9fd19030897d4cad80348b8de07bfdb4?pvs=21)",,Video,,,,
PARA File System,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"October 12, 2022 9:23 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,,,0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,PARA File System,Yes,,,"April 29, 2023 1:28 PM",,,,,,,🧠 Planned,,Productivity,,,Video,,,,
Productivity Microtips,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"February 2, 2023 3:13 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,,,0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,Productivity Microtips,Yes,,,"April 29, 2023 1:28 PM",,,,,,,🧠 Planned,,Productivity,,,Video,,,,
10 Simple and Effective Tips to Level Up Your Team Productivity,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"March 31, 2023 10:28 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,999,Tips list (https://www.notion.so/Tips-list-1a4624efe6e9490498614d7937e79456?pvs=21),0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,10 Simple and Effective Tips to Level Up Your Team Productivity,Yes,,,"April 29, 2023 1:28 PM",,,,,,,🧠 Planned,,Productivity,"Define title (https://www.notion.so/Define-title-c2fdef4db48446fab5c1e396498ab822?pvs=21), Create thumbnail (https://www.notion.so/Create-thumbnail-24a503ee6dc0491d8e475b5faa5538b4?pvs=21), Write script (https://www.notion.so/Write-script-d744114f4e0d465ea6769e3c2f648b82?pvs=21), Review script (https://www.notion.so/Review-script-e7a7c89206ec46508983b4db7188e950?pvs=21), Film video (https://www.notion.so/Film-video-e5d178114e074b8880612c4ce5d11774?pvs=21), Edit video (https://www.notion.so/Edit-video-5e496d39fd7d4c0aa96f80fbd9e2033b?pvs=21), Publish video (https://www.notion.so/Publish-video-f61547f2f5334b40ab59296362dda3a5?pvs=21), Share on social media (Twitter, Substack, Pinterest, Facebook, LinkedIn, Website) (https://www.notion.so/Share-on-social-media-Twitter-Substack-Pinterest-Facebook-LinkedIn-Website-8826b792351e430ebca2906e4c39b0a7?pvs=21)",,Video,,,,
Money wasted on meetings,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 25, 2023 9:45 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,💀 LATE,,,0,No,,,,"August 31, 2023",⛔️ Not Sponsored,,Twitter,,,02/06/2023,,,No,Money wasted on meetings,Yes,,,"April 25, 2023 9:45 AM",,,,,,,🧠 Planned,,Productivity,,,Twitter,,,,
Tweet a thread about the “4 levels of luck”,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 23, 2022 8:37 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,Sascha,,,,No,Medium,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2022",⛔️ Not Sponsored,,Twitter,,,28/07/2022,,,No,Tweet a thread about the “4 levels of luck”,Yes,,,"April 20, 2023 9:58 AM",Medium,,,,,,✅ Completed,,,,Medium,Twitter,https://twitter.com/skasper/status/1552618555719536643?s=20,,,Sascha
"Tweet about Top 3 PowerToys Features I Use Every Day to Maximize My Productivity (https://www.notion.so/Top-3-PowerToys-Features-I-Use-Every-Day-to-Maximize-My-Productivity-7f4612b4680b48ceae81abb05a3cbe3f?pvs=21) ",🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"August 22, 2022 4:56 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,Medium,No,,,,,,⌚️ On Time,,,0,No,,,,"October 31, 2022",⛔️ Not Sponsored,,Twitter,,,23/08/2022,,,No,"Tweet about  ",Yes,,,"April 20, 2023 9:58 AM",Low,,,,,,✅ Completed,,,,Medium,Twitter,https://twitter.com/skasper/status/1561934002792960002?s=20,,,
Promote Speed Up Your Windows Installs: An Easy Guide for Noobs! (https://www.notion.so/Speed-Up-Your-Windows-Installs-An-Easy-Guide-for-Noobs-111a5915515545b5ac3bab53d30be2d2?pvs=21)]],🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"August 26, 2022 10:12 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,Sascha,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"October 31, 2022",⛔️ Not Sponsored,,Twitter,,,30/08/2022,,,No,Promote ]],Yes,,,"April 20, 2023 9:57 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1564530865207529474?s=20,,,Sascha
#TILThursday: TinyWow,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"August 23, 2022 3:45 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"October 31, 2022",⛔️ Not Sponsored,,"Blog, Facebook, Instagram, LinkedIn, Twitter",,,25/08/2022,,,No,#TILThursday: TinyWow,Yes,,,"April 20, 2023 9:57 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1574365668496920576?s=20,,,
Book Review “Storyworthy”,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 20, 2023 9:52 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,,,,05/01/2023,,,No,Book Review “Storyworthy”,Yes,,,"April 20, 2023 9:52 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1610924064368910336?s=20,,,
Book Review “Madness of Crowds”,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 20, 2023 9:51 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,Twitter,,,12/01/2023,,,No,Book Review “Madness of Crowds”,Yes,,,"April 20, 2023 9:52 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1613454403293573122?s=20,,,
Faster Content Publishing Process,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 20, 2023 9:51 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,Twitter,,,16/01/2023,,,No,Faster Content Publishing Process,Yes,,,"April 20, 2023 9:51 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1614925500773711873?s=20,,,
AI crated videos FTW?,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 20, 2023 9:50 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,Twitter,,,26/01/2023,,,No,AI crated videos FTW?,Yes,,,"April 20, 2023 9:50 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1618516847711641600?s=20,,,
Prioritizaton Method Comparison,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"November 1, 2022 1:54 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"January 31, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,01/11/2022,,,No,Prioritizaton Method Comparison,Yes,,,"April 20, 2023 9:50 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1618927807307948033?s=20,,,
DAX/M NP++ Thread,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"January 31, 2023 1:42 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"April 30, 2023",⛔️ Not Sponsored,,"LinkedIn, Twitter",,,01/02/2023,,,No,DAX/M NP++ Thread,Yes,,,"April 20, 2023 9:49 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1620695451212173312?s=20,,,
